x	y	nGenes	nUMI	sid	3D_x	3D_y	3D_z	annotation	cid	index	sample
3973.6396261682244	13924.656074766355	992	5489	s79	1988.064326418981	1106.0	-2740.0578401213456	RBC (A)	DP8400016191TL_E3	s79_cell79_278	s79
3973.5275675675675	12776.045405405406	516	1573	s79	879.5075975314504	1106.0	-2439.3778421748348	Valves	DP8400016191TL_E3	s79_cell79_255	s79
4023.515926071569	13922.40817931577	909	5255	s79	1998.9560466933688	1106.0	-2691.3334237013446	RBC (A)	DP8400016191TL_E3	s79_cell80_278	s79
4123.407378939278	13376.455803228286	617	2397	s79	1498.214577315322	1106.0	-2451.958654444631	Am	DP8400016191TL_E3	s79_cell82_267	s79
4223.598739495798	13573.130952380952	660	2657	s79	1714.2635561277777	1106.0	-2406.7672639096513	Am	DP8400016191TL_E3	s79_cell84_271	s79
4320.203157894737	11574.733684210527	470	1629	s79	-189.0973390862543	1106.0	-1790.2112180750084	Epi	DP8400016191TL_E3	s79_cell86_231	s79
4323.552023121388	13125.520231213874	415	2718	s79	1308.4480858985505	1106.0	-2193.0856766498214	RBC	DP8400016191TL_E3	s79_cell86_262	s79
4324.93018018018	13713.404279279279	455	1700	s79	1876.1775320669697	1106.0	-2345.7055614615524	Am	DP8400016191TL_E3	s79_cell86_274	s79
4370.441947565543	11723.2734082397	190	354	s79	-32.5851379631474	1106.0	-1780.6239086583603	SMC (BA)	DP8400016191TL_E3	s79_cell87_234	s79
4924.630806845966	13272.186430317848	650	3334	s79	1607.401317079536	1106.0	-1651.3905190474366	MC	DP8400016191TL_E3	s79_cell98_265	s79
4926.066028708134	13127.090430622009	564	4454	s79	1467.7446035197927	1106.0	-1612.0089072569021	MC	DP8400016191TL_E3	s79_cell98_262	s79
4920.785754985755	13421.567521367522	675	3600	s79	1750.5625190778226	1106.0	-1694.220006896401	RBC (A)	DP8400016191TL_E3	s79_cell98_268	s79
2873.6131164209455	12376.08032536858	748	4194	s79	205.4641700781996	1106.0	-3396.169001726966	Endo (V)	DP8400016191TL_E3	s79_cell57_247	s79
2922.873533246415	12576.026075619297	699	3227	s79	411.33226378093946	1106.0	-3400.987684569865	Vm2	DP8400016191TL_E3	s79_cell58_251	s79
2926.3736951983296	12225.680584551148	650	2995	s79	74.12943796477609	1106.0	-3305.864246306386	MC	DP8400016191TL_E3	s79_cell58_244	s79
2972.73599484868	12472.49001931745	720	3132	s79	324.4668716006794	1106.0	-3325.7521632189373	Vm1	DP8400016191TL_E3	s79_cell59_249	s79
3024.4036697247707	12423.205504587157	727	3289	s79	290.43252811821725	1106.0	-3262.981346090117	Endo (V)	DP8400016191TL_E3	s79_cell60_248	s79
3023.0305242203053	12022.380889183809	722	3083	s79	-96.76402167278076	1106.0	-3159.342117649507	MC	DP8400016191TL_E3	s79_cell60_240	s79
3126.455810716771	12423.574808629088	620	2861	s79	317.5134692580252	1106.0	-3164.5872482310037	Endo (V)	DP8400016191TL_E3	s79_cell62_248	s79
3124.729988052569	12375.591995221028	767	3334	s79	270.75317784300637	1106.0	-3153.6875237756117	Vm1	DP8400016191TL_E3	s79_cell62_247	s79
3174.9508547008545	12226.28205128205	613	2952	s79	139.80513409304683	1106.0	-3066.1192381693254	Endo (V)	DP8400016191TL_E3	s79_cell63_244	s79
3322.277777777778	12871.58888888889	724	3481	s79	801.1732659214505	1106.0	-3092.9209382508457	Endo (V)	DP8400016191TL_E3	s79_cell66_257	s79
3324.466819221968	13427.316247139588	755	4645	s79	1338.0805477390572	1106.0	-3236.3373227470847	RBC (A)	DP8400016191TL_E3	s79_cell66_268	s79
3324.654180602007	13078.757859531772	635	3030	s79	1001.7349331676363	1106.0	-3144.879068693006	Epi	DP8400016191TL_E3	s79_cell66_261	s79
3375.2597402597403	12376.164502164502	461	1718	s79	336.912252749629	1106.0	-2912.050479196998	RBC	DP8400016191TL_E3	s79_cell67_247	s79
3475.0738255033557	12126.289429530201	605	2267	s79	121.8955603883083	1106.0	-2750.2845200368156	Vm2	DP8400016191TL_E3	s79_cell69_242	s79
3525.125	12224.549319727892	575	2208	s79	229.83342159646676	1106.0	-2727.711434116542	Endo (V)	DP8400016191TL_E3	s79_cell70_244	s79
3574.161985630307	12324.830176355323	709	2908	s79	339.45613624733954	1106.0	-2706.6463777859353	Vm1	DP8400016191TL_E3	s79_cell71_246	s79
3573.692995529061	12775.69001490313	550	2498	s79	774.4594180575499	1106.0	-2825.1662443966275	Endo (V)	DP8400016191TL_E3	s79_cell71_255	s79
3576.2038111019056	11772.840927920464	552	2149	s79	-192.73554275094168	1106.0	-2560.1256753445173	Endo (V)	DP8400016191TL_E3	s79_cell71_235	s79
3625.212794612795	12875.787205387205	714	2834	s79	884.5550535341087	1106.0	-2801.6569209387694	MC	DP8400016191TL_E3	s79_cell72_257	s79
3626.3515406162464	12425.066526610644	658	2699	s79	449.8614650453772	1106.0	-2682.527112972614	Vm2	DP8400016191TL_E3	s79_cell72_248	s79
3674.9642545771576	11576.415867480384	587	2132	s79	-356.4433966971375	1106.0	-2413.373611915587	MC	DP8400016191TL_E3	s79_cell73_231	s79
3673.597027972028	11775.272727272728	563	2089	s79	-164.88412001511253	1106.0	-2466.768026530987	Endo (V)	DP8400016191TL_E3	s79_cell73_235	s79
3674.3630742049468	11525.005300353358	580	2017	s79	-406.21731134005597	1106.0	-2400.490861771232	Vm (comp.)	DP8400016191TL_E3	s79_cell73_230	s79
3721.8977519941986	13424.246555474982	639	2775	s79	1439.1937267002008	1106.0	-2851.971748883487	Am	DP8400016191TL_E3	s79_cell74_268	s79
3726.009009009009	12623.375	800	3407	s79	667.3469586431793	1106.0	-2638.278703973064	Vm1	DP8400016191TL_E3	s79_cell74_252	s79
3772.7990074441686	12027.151364764268	573	2259	s79	104.18280999352537	1106.0	-2436.9876986027693	Vm1	DP8400016191TL_E3	s79_cell75_240	s79
3772.8081155433288	12924.284731774416	645	2804	s79	970.0111280911487	1106.0	-2671.9123713516396	Endo (V)	DP8400016191TL_E3	s79_cell75_258	s79
3774.8815426997244	11976.099173553719	554	1924	s79	55.45755300059143	1106.0	-2421.6087353262155	Endo (V)	DP8400016191TL_E3	s79_cell75_239	s79
3775.679148311307	12823.946402349486	653	2554	s79	873.9261654935609	1106.0	-2642.865802818319	Vm1	DP8400016191TL_E3	s79_cell75_256	s79
3973.680489731438	13673.495655608214	922	5090	s79	1745.6794012617588	1106.0	-2674.2467021730354	Am	DP8400016191TL_E3	s79_cell79_273	s79
4023.3947858472998	13473.921787709498	513	1960	s79	1566.0888470108907	1106.0	-2574.004631113945	Am	DP8400016191TL_E3	s79_cell80_269	s79
4022.9103773584907	12177.571933962265	445	1436	s79	314.8511084653379	1106.0	-2234.995339793681	Vm2	DP8400016191TL_E3	s79_cell80_243	s79
4122.884193194292	13673.077936333699	898	3254	s79	1784.3484239981922	1106.0	-2530.1404001004585	Am	DP8400016191TL_E3	s79_cell82_273	s79
4276.449451887942	12727.738124238733	427	1385	s79	912.2126462976404	1106.0	-2134.376791030542	Am	DP8400016191TL_E3	s79_cell85_254	s79
4325.669773635153	11673.155792276964	438	1176	s79	-92.6783364195649	1106.0	-1810.7092952691214	Vm (comp.)	DP8400016191TL_E3	s79_cell86_233	s79
4326.696811291165	13378.404077365394	601	3912	s79	1553.330525985381	1106.0	-2256.2736491931673	RBC (A)	DP8400016191TL_E3	s79_cell86_267	s79
4374.911385883565	13723.783616692426	810	3906	s79	1899.2833020697765	1106.0	-2300.186609789997	Am	DP8400016191TL_E3	s79_cell87_274	s79
4426.136772361571	13771.610979649788	766	4347	s79	1958.856081945255	1106.0	-2263.2734581339264	RBC (A)	DP8400016191TL_E3	s79_cell88_275	s79
4475.632352941177	13124.45168067227	449	1824	s79	1347.2422953763376	1106.0	-2046.032700381576	Am	DP8400016191TL_E3	s79_cell89_262	s79
4776.683561643836	12326.435616438355	401	1188	s79	655.9114151208327	1106.0	-1546.5098450067023	MC	DP8400016191TL_E3	s79_cell95_246	s79
4775.420038535645	12124.445086705202	305	765	s79	460.6389069807098	1106.0	-1494.8337561725962	SMC (BA)	DP8400016191TL_E3	s79_cell95_242	s79
4826.026109660575	12171.8772845953	246	567	s79	519.6681310354473	1106.0	-1458.4148251218026	SMC (BA)	DP8400016191TL_E3	s79_cell96_243	s79
4875.7290640394085	13424.31079265562	849	4515	s79	1741.4110045818186	1106.0	-1738.4227298761466	RBC (A)	DP8400016191TL_E3	s79_cell97_268	s79
4875.832938388626	12972.649881516587	500	3655	s79	1305.538992033975	1106.0	-1620.045459598805	RBC (A)	DP8400016191TL_E3	s79_cell97_259	s79
4873.303886925795	11873.39222614841	197	391	s79	243.9800545912618	1106.0	-1334.6222451919505	SMC (BA)	DP8400016191TL_E3	s79_cell97_237	s79
4927.160857908847	12831.120643431635	191	665	s79	1182.3900347156164	1106.0	-1533.446297555618	Epi	DP8400016191TL_E3	s79_cell98_256	s79
5020.470270270271	11873.36036036036	304	802	s79	282.48794998468634	1106.0	-1192.5832104356887	SMC (BA)	DP8400016191TL_E3	s79_cell100_237	s79
5021.628813559322	11776.540677966103	303	893	s79	189.35039171029587	1106.0	-1166.1108029108314	SMC (BA)	DP8400016191TL_E3	s79_cell100_235	s79
5077.3373493975905	11721.369477911647	329	848	s79	150.6929771149668	1106.0	-1097.8985856950187	SMC (BA)	DP8400016191TL_E3	s79_cell101_234	s79
5074.57790368272	11680.042492917846	222	531	s79	110.08556821058615	1106.0	-1089.7393840549335	SMC (BA)	DP8400016191TL_E3	s79_cell101_233	s79
2692.8024691358023	12189.851851851852	100	325	s79	-21.614568523605044	1106.0	-3521.9019766979604	Epi	DP8400016191TL_E3	s79_cell53_243	s79
2774.5419023136246	12124.754241645243	728	4201	s79	-63.0352450429338	1106.0	-3425.967825596674	Epi	DP8400016191TL_E3	s79_cell55_242	s79
2775.227996254682	12624.03745318352	699	4558	s79	419.0040534196398	1106.0	-3556.0536080119005	Epi	DP8400016191TL_E3	s79_cell55_252	s79
2823.6193013617526	12573.661930136175	802	3531	s79	383.0587876006408	1106.0	-3496.1591208076447	Vm (comp.)	DP8400016191TL_E3	s79_cell56_251	s79
2825.1902761104443	12625.310324129652	717	3608	s79	433.3161909150775	1106.0	-3508.1681997005717	Endo (V)	DP8400016191TL_E3	s79_cell56_252	s79
2825.6923076923076	12027.675534991324	574	3685	s79	-143.331355451329	1106.0	-3351.1803005053584	Epi	DP8400016191TL_E3	s79_cell56_240	s79
2926.2196281885	12873.507998270645	754	5002	s79	699.3091492556845	1106.0	-3475.6603307528526	Epi	DP8400016191TL_E3	s79_cell58_257	s79
2974.6738853503184	12576.848407643312	767	3302	s79	425.69092322892715	1106.0	-3351.2103643637433	Vm1	DP8400016191TL_E3	s79_cell59_251	s79
2974.087418783225	12675.952746603662	723	3518	s79	521.1832204372115	1106.0	-3377.728944975964	Vm2	DP8400016191TL_E3	s79_cell59_253	s79
3025.4687705456936	11923.802761341223	747	3095	s79	-191.26354311767403	1106.0	-3131.174178768954	Vm1	DP8400016191TL_E3	s79_cell60_238	s79
3178.1829608938547	11726.505586592179	590	2968	s79	-341.6841402881463	1106.0	-2932.1228209626634	Epi	DP8400016191TL_E3	s79_cell63_234	s79
3172.982011447261	12724.534750613246	584	2490	s79	620.1546305283559	1106.0	-3198.497446379455	MC	DP8400016191TL_E3	s79_cell63_254	s79
3223.361657303371	12775.977528089888	687	2956	s79	682.9951819346359	1106.0	-3163.3472946009333	Vm1	DP8400016191TL_E3	s79_cell64_255	s79
3224.835517693316	12825.84141546527	705	3182	s79	731.5049214370595	1106.0	-3174.9827878023702	Vm1	DP8400016191TL_E3	s79_cell64_256	s79
3225.4488662656177	12921.955576122165	955	4480	s79	824.4255862900585	1106.0	-3199.560381633489	Vm1	DP8400016191TL_E3	s79_cell64_258	s79
3273.8086124401916	12773.902711323764	604	2476	s79	694.203379149987	1106.0	-3114.117461548493	Vm1	DP8400016191TL_E3	s79_cell65_255	s79
3275.1135802469134	12323.295061728395	425	1636	s79	259.6624041579306	1106.0	-2994.856831549348	Vm2	DP8400016191TL_E3	s79_cell65_246	s79
3275.1944785276073	12572.23374233129	765	3205	s79	499.93500912353204	1106.0	-3059.9686472811004	Vm1	DP8400016191TL_E3	s79_cell65_251	s79
3273.161269430052	12824.410621761657	726	3087	s79	742.7791848702192	1106.0	-3127.9687852543775	Vm1	DP8400016191TL_E3	s79_cell65_256	s79
3274.2867762128326	13525.082942097026	770	5603	s79	1419.294747627659	1106.0	-3310.368512766924	RBC (A)	DP8400016191TL_E3	s79_cell65_270	s79
3323.0696202531644	12263.054852320674	290	937	s79	214.08271838922462	1106.0	-2932.7991418743914	Vm2	DP8400016191TL_E3	s79_cell66_245	s79
3326.4173511293634	13473.671971252566	591	4285	s79	1383.3293756012818	1106.0	-3246.594091724455	RBC	DP8400016191TL_E3	s79_cell66_269	s79
3324.6011049723757	12173.388397790055	799	3757	s79	127.9464230722489	1106.0	-2907.840032463126	Vm1	DP8400016191TL_E3	s79_cell66_243	s79
3322.3201219512193	11775.74268292683	748	3223	s79	-256.4198974489097	1106.0	-2805.909423313301	Vm2	DP8400016191TL_E3	s79_cell66_235	s79
3324.0765550239234	11873.070972886762	586	2393	s79	-162.02813199344237	1106.0	-2829.7017686761196	Vm1	DP8400016191TL_E3	s79_cell66_237	s79
3374.5496183206105	12472.230916030534	504	1991	s79	429.4402581239719	1106.0	-2937.8928546236853	Endo (V)	DP8400016191TL_E3	s79_cell67_249	s79
3373.953725127256	12675.943081906526	830	4317	s79	625.887394415759	1106.0	-2991.8143184144737	Endo (V)	DP8400016191TL_E3	s79_cell67_253	s79
3373.4632936507937	12225.182539682539	491	1904	s79	190.72869881018008	1106.0	-2874.2463951192713	Endo (V)	DP8400016191TL_E3	s79_cell67_244	s79
3426.673	12375.727	494	1917	s79	349.95367431016336	1106.0	-2862.3168285272177	RBC	DP8400016191TL_E3	s79_cell68_247	s79
3424.646551724138	12027.283524904215	493	1985	s79	13.139228959042985	1106.0	-2773.025220678219	Vm1	DP8400016191TL_E3	s79_cell68_240	s79
3423.010054844607	11927.62340036563	535	2071	s79	-83.47158875503712	1106.0	-2748.5064840529417	Vm2	DP8400016191TL_E3	s79_cell68_238	s79
3425.99791086351	12975.770891364902	693	2819	s79	928.8809332003598	1106.0	-3020.1026207379205	Vm1	DP8400016191TL_E3	s79_cell68_259	s79
3473.5790488431876	13475.330976863754	539	3185	s79	1423.4679087004226	1106.0	-3105.002369740852	RBC	DP8400016191TL_E3	s79_cell69_269	s79
3474.150271575136	13123.887748943875	702	3385	s79	1084.4386489025342	1106.0	-3012.4181931929706	Epi	DP8400016191TL_E3	s79_cell69_262	s79
3476.1291512915127	13773.964944649446	747	4588	s79	1712.3481885978508	1106.0	-3180.7449180496214	RBC (A)	DP8400016191TL_E3	s79_cell69_275	s79
3524.340590979782	13122.814930015553	832	3869	s79	1096.5466715185703	1106.0	-2963.6984344628318	Vm (comp.)	DP8400016191TL_E3	s79_cell70_262	s79
3526.0712550607286	13570.161133603238	507	2467	s79	1528.734960613288	1106.0	-3079.175288558606	RBC	DP8400016191TL_E3	s79_cell70_271	s79
3523.7132284921367	12024.009250693802	512	2033	s79	35.92193515384305	1106.0	-2676.558254229068	Endo (V)	DP8400016191TL_E3	s79_cell70_240	s79
3522.210622710623	13725.895604395604	745	3143	s79	1678.0237471678852	1106.0	-3123.683580866633	RBC (A)	DP8400016191TL_E3	s79_cell70_274	s79
3575.3719197707737	13122.649856733524	680	3405	s79	1109.750998212459	1106.0	-2914.4047277253203	Epi	DP8400016191TL_E3	s79_cell71_262	s79
3622.1516746411485	13873.39090909091	791	4271	s79	1846.543571286248	1106.0	-3065.85497507973	RBC (A)	DP8400016191TL_E3	s79_cell72_277	s79
3624.8733075435202	13671.70406189555	468	1936	s79	1652.6077459213552	1106.0	-3010.412326718591	RBC	DP8400016191TL_E3	s79_cell72_273	s79
3672.9580536912754	13624.063758389262	431	2326	s79	1619.2219691788578	1106.0	-2951.5299758690753	RBC	DP8400016191TL_E3	s79_cell73_272	s79
3675.0895632864544	12522.636565507031	655	2543	s79	556.7896720751428	1106.0	-2661.0407013260938	Vm2	DP8400016191TL_E3	s79_cell73_250	s79
3674.4404223227752	13572.420060331826	470	2562	s79	1569.7686808642313	1106.0	-2936.575336432508	RBC	DP8400016191TL_E3	s79_cell73_271	s79
3671.988915281077	13723.541567695962	575	2505	s79	1714.9744929023386	1106.0	-2978.5156753097517	Am	DP8400016191TL_E3	s79_cell73_274	s79
3673.7422950819673	12924.356065573771	705	2944	s79	944.1374793492674	1106.0	-2767.539753272172	Vm1	DP8400016191TL_E3	s79_cell73_258	s79
3725.624685138539	12526.181360201512	591	2174	s79	573.4444604296756	1106.0	-2613.197393174412	Vm2	DP8400016191TL_E3	s79_cell74_250	s79
3725.0406342913775	12074.707631318137	543	1798	s79	137.57295015104054	1106.0	-2495.533059093635	Vm2	DP8400016191TL_E3	s79_cell74_241	s79
3729.1265993265993	13627.729966329965	438	3113	s79	1637.4691656943896	1106.0	-2898.281629239574	RBC	DP8400016191TL_E3	s79_cell74_272	s79
3775.8618784530386	13372.953591160222	624	3591	s79	1403.8223975961955	1106.0	-2786.458664617235	RBC (A)	DP8400016191TL_E3	s79_cell75_267	s79
3773.192474048443	13926.924740484428	864	4727	s79	1937.7624698124462	1106.0	-2934.1040481724353	Am	DP8400016191TL_E3	s79_cell75_278	s79
3773.6773136773136	13423.06633906634	607	2310	s79	1451.6142766156815	1106.0	-2801.6900836498876	Am	DP8400016191TL_E3	s79_cell75_268	s79
3775.8805803571427	11476.23325892857	468	1543	s79	-426.702826279812	1106.0	-2289.7440344678944	Vm (comp.)	DP8400016191TL_E3	s79_cell75_229	s79
3773.926970954357	12522.004979253112	636	2122	s79	582.0628048485717	1106.0	-2565.487047206934	Vm2	DP8400016191TL_E3	s79_cell75_250	s79
3774.7949599083618	11825.761741122566	468	1533	s79	-89.65619894979699	1106.0	-2382.323240783668	Vm2	DP8400016191TL_E3	s79_cell75_236	s79
3774.8082304526747	12773.824691358024	559	2225	s79	825.3254930272578	1106.0	-2630.580891485664	Vm2	DP8400016191TL_E3	s79_cell75_255	s79
3824.29197080292	13626.645341348218	646	5006	s79	1661.3434687017173	1106.0	-2806.153229733822	RBC	DP8400016191TL_E3	s79_cell76_272	s79
3823.8044338875693	12776.793349168645	580	2305	s79	841.0212515210835	1106.0	-2584.0719241187826	Vm2	DP8400016191TL_E3	s79_cell76_255	s79
3874.8114143920598	12675.373449131514	413	1377	s79	756.4978843268426	1106.0	-2508.2859849092247	RBC	DP8400016191TL_E3	s79_cell77_253	s79
3874.329839704069	13775.556103575833	663	3242	s79	1818.1611444534562	1106.0	-2796.856993764339	RBC (A)	DP8400016191TL_E3	s79_cell77_275	s79
3875.478045325779	13723.731586402266	692	2760	s79	1768.4458394068035	1106.0	-2782.1775046539724	Am	DP8400016191TL_E3	s79_cell77_274	s79
3923.957142857143	12775.006666666666	537	1803	s79	865.5240372955673	1106.0	-2486.9463824853033	Valves	DP8400016191TL_E3	s79_cell78_255	s79
3923.638920134983	11625.539932508436	505	1584	s79	-243.91287059523992	1106.0	-2186.2411753275765	Vm1	DP8400016191TL_E3	s79_cell78_232	s79
3922.503125	12073.4609375	327	1095	s79	188.07951760576512	1106.0	-2304.6349812450867	RBC	DP8400016191TL_E3	s79_cell78_241	s79
3923.0076045627375	11926.09980988593	540	1867	s79	45.992988051238385	1106.0	-2265.558459515667	Vm2	DP8400016191TL_E3	s79_cell78_238	s79
3924.1908315565033	12676.055437100213	405	1728	s79	770.0871240017639	1106.0	-2460.8083637372747	RBC	DP8400016191TL_E3	s79_cell78_253	s79
3924.75	11875.646464646465	442	1375	s79	-2.243393862118363	1106.0	-2250.664586694223	Vm2	DP8400016191TL_E3	s79_cell78_237	s79
3973.4067547723935	12724.979441997064	374	1147	s79	830.192055377769	1106.0	-2426.1217297491626	RBC	DP8400016191TL_E3	s79_cell79_254	s79
3976.8023668639053	13831.195857988165	712	3543	s79	1898.693839588805	1106.0	-2712.530923609108	Am	DP8400016191TL_E3	s79_cell79_276	s79
3974.303074670571	12473.666178623718	407	1159	s79	587.8836392843242	1106.0	-2359.4449629783703	Vm (comp.)	DP8400016191TL_E3	s79_cell79_249	s79
4025.89966367713	13723.63677130045	859	3364	s79	1807.7454347980702	1106.0	-2636.9803488298116	Am	DP8400016191TL_E3	s79_cell80_274	s79
4025.39858728557	12475.53683148335	537	1724	s79	603.069458896928	1106.0	-2310.622410462097	Vm2	DP8400016191TL_E3	s79_cell80_249	s79
4075.637904468413	12573.212634822805	359	1080	s79	710.4928854032692	1106.0	-2287.7147919336953	Valves	DP8400016191TL_E3	s79_cell81_251	s79
4074.5219298245615	13325.661184210527	533	1624	s79	1436.3908526716689	1106.0	-2485.8364868353337	RBC	DP8400016191TL_E3	s79_cell81_266	s79
4074.568300312826	12475.505735140772	548	1715	s79	615.9155834088726	1106.0	-2263.1604390408756	Vm (comp.)	DP8400016191TL_E3	s79_cell81_249	s79
4072.10838150289	13831.28612716763	363	1363	s79	1923.7388666569257	1106.0	-2620.574460029606	RBC (A)	DP8400016191TL_E3	s79_cell81_276	s79
4125.23132780083	11424.342323651452	407	1723	s79	-385.2979863563398	1106.0	-1938.9959009955858	Vm (comp.)	DP8400016191TL_E3	s79_cell82_228	s79
4124.736677115988	12678.23301985371	313	1730	s79	824.7059124770664	1106.0	-2267.8312511479653	RBC	DP8400016191TL_E3	s79_cell82_253	s79
4173.569272976681	12871.844993141289	427	1190	s79	1024.3492262147015	1106.0	-2271.4041909263883	RBC	DP8400016191TL_E3	s79_cell83_257	s79
4172.22633744856	11822.244170096023	394	1261	s79	11.024846852806201	1106.0	-1997.8399509315336	Vm (comp.)	DP8400016191TL_E3	s79_cell83_236	s79
4175.672164948453	12724.629896907216	332	1670	s79	882.8222102585336	1106.0	-2230.8232783147328	RBC	DP8400016191TL_E3	s79_cell83_254	s79
4173.433035714285	12075.126488095239	379	1080	s79	255.39828203194605	1106.0	-2062.897979307037	Vm2	DP8400016191TL_E3	s79_cell83_241	s79
